20, 2.684758003061137
40.00000000000003, 2.6760308780758533
60, 2.669485534336892
79.99999999999997, 2.6629401905979293
99.99999999999997, 2.6542130656126464
119.99999999999997, 2.641122378134722
139.99999999999991, 2.6367588156420805
160.00000000000003, 2.6323952531494386
179.99999999999997, 2.6280316906567975
199.99999999999997, 2.621486346917835
219.99999999999997, 2.6171227844251934
240.00000000000003, 2.6105774406862317
259.9999999999999, 2.6062138781935897
280, 2.6040320969472694
299.9999999999999, 2.6018503157009487
320, 2.597486753208307
340, 2.5974867532083072
360, 2.5931231907156658
379.9999999999999, 2.590941409469344
400.0000000000001, 2.586577846976704
420, 2.586577846976703
440, 2.586577846976704
460.0000000000001, 2.586577846976703
480, 2.588759628223024
499.9999999999999, 2.5953049719619856
520, 2.604032096947269
540, 2.614941003178873
559.9999999999999, 2.630213471903118
580, 2.6476677218736846
600.0000000000001, 2.6694855343368915
620, 2.6913033468000993
639.9999999999999, 2.7153029405096274
660, 2.734938971726514
680.0000000000001, 2.7589385654360425
700, 2.789483502884533
720, 2.8200284403330227
740, 2.8505733777815134
760, 2.8811183152300046
780, 2.920390377663778
800, 2.948753533865948
820, 2.9814802525607593
840.0000000000001, 3.01420697125557
860.0000000000001, 3.0469336899503814
880.0000000000001, 3.0840239711378343
900.0000000000001, 3.118932471078966
920.0000000000001, 3.1516591897737776
940.0000000000001, 3.1822041272222674
960.0000000000003, 3.2149308459170785
980.0000000000003, 3.241112220872928
1000.0000000000001, 3.2694753770750973
1020.0000000000003, 3.3000203145235885
1040.0000000000002, 3.3262016894794373
1060, 3.352383064435286
1080.0000000000002, 3.3742008768984935
1100, 3.396018689361701
1119.9999999999998, 3.415654720578588
1140.0000000000002, 3.4331089705491538
1159.9999999999998, 3.446199658027078
1179.9999999999998, 3.4614721267513238
1200, 3.4680174704902855
1220, 3.474562814229248
1240, 3.474562814229248
1260, 3.4680174704902855
1279.9999999999998, 3.4374725330417952
1300, 3.372019095652173
1320, 3.2607482520898152
1340.0000000000002, 3.110205346093683
1360, 2.8985725652005705
1380.0000000000002, 2.617122784425194
1400.0000000000002, 2.2680377850138744
1420.0000000000002, 1.8534993482129316
1440, 1.386598161500292
1460, 0.9655143809603866
1480, 0.4266144131191618
